change_point_date,price_change_usd,price_change_pct,volatility_change,before_mean_price,after_mean_price,before_volatility,after_volatility
2005-11-01,-4.425999999999995,-7.400389024818437,-0.000962365054046628,59.80766666666667,55.381666666666675,0.01839607851765158,0.017433713463604953
